57055.5,57055.62,57055.86,57056.72,57056.86,57058.2,57058.94,57059,57059.34,57060.07,57060.32,57061.48,57062.22,57062.98,57063.72,57064.46,57064.51,57064.85,57064.89,57064.51,57064.97,57065.13,57065.96,57066.68,57066.84,57066.86,57066.96,57067.04,57067.79,57068.07,57068.24,57068.48,57069.02,57069.43,57069.79,57070.05,57070.74,57070.97,57071.04,57074.08,57074.51,57075.77,57076.45,57076.98,57077.01,57077.08,57077.14,57077.7,57077.81,57078.07,57078.55,57078.86,57079.93,57079.93,57080.02,57080.21,57080.3,57080.36,57080.43,57080.83,57081.46,57081.87,57082.22,57082.27,57082.67,57082.96,57083.57,57083.97,57084.57,57084.81,57084.97,57085.27,57085.71,57086.41,57086.64,57087.96,57088.18,57088.29,57088.36,57088.45,57089.94,57089.94,57090.77,57091.15,57091.28,57091.3,57091.39,57091.51,57091.51,57091.51,57091.77,57092.28,57093.37,57093.51,57093.84,57093.84,57093.93,57094.3
-6.482128767,-6.491758949,-7.635936269,-8.099242275,-7.779169576,-5.254037143,-3.133398988,-2.232345407,-2.443679922,-2.902178439,-5.702359588,-7.037807471,-7.827828259,-5.388311468,-2.819849346,-2.735584789,-4.855497485,-4.871579946,-6.298968578,-6.315568351,-6.948841468,-7.514184988,-8.165112916,-6.183604893,-5.452423646,-5.465458622,-4.774189567,-4.720886591,-3.407732125,-2.633540192,-2.072265371,-1.980408609,-2.643719085,-4.661146533,-6.209305042,-7.449543502,-7.922289661,-7.922289661,-7.505081159,-6.29382739,-6.114547785,-7.380408137,-7.029630955,-4.262316641,-2.93049425,-2.595178364,-2.51713301,-2.225255922,-2.837195286,-2.64600782,-3.765048143,-5.299596256,-6.703366832,-7.780132509,-8.011617833,-8.013082044,-7.630142964,-7.100688638,-7.107491003,-6.463044113,-5.026066659,-2.986758455,-2.35284747,-2.57296973,-2.332134502,-3.840107164,-4.462455495,-7.23149531,-8.069930289,-8.051388719,-7.685957694,-7.180915762,-5.864197108,-4.426545222,-2.229325628,-2.333649592,-5.825548165,-6.524405994,-7.156318394,-7.161924739,-7.670789924,-5.923796575,-5.955487775,-3.22240282,-2.291764674,-1.676576991,-1.539052288,-2.061404494,-2.560194444,-2.135512709,-2.992607982,-5.019325028,-8.219938435,-8.217427575,-8.118416127,-8.117224823,-7.800018487,-6.753218271
-5.127117684,-4.920923565,-4.76282791,-4.057565395,-3.910466588,-3.331126547,-3.015565526,-2.463587321,-1.939551995,-1.820011713,-2.338378767,-1.97205451,-2.215025532,-1.805488673,-2.232267288,-2.924558815,-3.418201757,-3.726124005,-3.749785764,-3.600388884,-3.940790642,-4.071307265,-4.699179169,-5.235060752,-5.423807812,-5.391652724,-5.563975188,-5.587383469,-5.729468356,-6.186926408,-6.330877456,-6.47333051,-6.6237354,-6.931139553,-7.115848556,-7.194571931,-7.433826008,-7.433826008,-7.46699603,-7.455260014,-6.40744093,-6.124945969,-5.201570552,-4.694491652,-4.212610848,-4.219028253,-4.124534801,-3.94248705,-3.684634172,-3.571340884,-3.065022646,-2.929807944,-2.952864234,-2.762981803,-2.156429266,-2.162602716,-2.814556677,-2.483642344,-2.282296127,-1.964330602,-2.199424968,-1.967232693,-1.881663679,-2.288989929,-1.632651944,-2.075035684,-2.498072359,-2.761263256,-2.9982378,-3.278928222,-3.46775439,-3.408233615,-3.510755928,-4.185662384,-4.641421341,-4.781150425,-5.952197467,-6.081474095,-6.116001228,-6.249820226,-6.234825713,-7.055327229,-7.074453693,-7.350013592,-7.427045276,-7.446804344,-7.457795264,-7.445585967,-7.46883888,-7.471052645,-7.474935713,-7.416303214,-7.128932548,-7.046972283,-6.927829622,-6.937476592,-6.849611465,-6.592226529
-5.92277672,-6.054988459,-6.195654083,-6.836301287,-6.832890318,-7.206230848,-7.383608447,-7.490169562,-7.489904429,-7.480498626,-7.330319249,-7.27933324,-6.709614023,-6.195937686,-5.591225469,-4.939119976,-4.26950817,-4.220761523,-4.027229201,-3.938219315,-3.820561396,-3.861682583,-3.163098579,-2.768591534,-2.271888616,-2.773444652,-2.626020164,-2.387393576,-0.872154525,-2.471195649,-1.75321956,-2.689945,-3.176306127,-1.670606277,-2.481193227,-2.43089375,-3.014769043,-3.014769043,-2.967343494,-3.133512118,-5.386142765,-5.68447485,-6.655664355,-6.977445732,-7.23794892,-7.240362502,-7.300352583,-7.308766267,-7.444007575,-7.445061937,-7.485884572,-7.485663897,-7.446316172,-7.362575262,-7.166432098,-7.089103838,-7.011551091,-7.002797929,-6.889852824,-6.883225541,-6.67679321,-6.281873434,-5.845018371,-5.696047863,-5.523179857,-5.200845628,-5.042063338,-4.481110938,-4.184815204,-3.551107578,-3.238281193,-3.323788368,-3.36137624,-2.860045505,-2.84648427,-1.958963317,-2.91215745,-2.203287124,-2.266310386,-2.213887043,-2.584426501,-1.772658482,-2.848002847,-3.305518615,-3.480860746,-3.456999944,-3.645103978,-3.612177527,-3.85669627,-3.960457551,-4.059051812,-4.422129741,-5.27287541,-5.426840669,-5.738271483,-5.770609757,-5.753824339,-6.065861186
-2.269183183,-2.510033957,-2.226544625,-0.468049898,-2.315315667,-2.068829335,-1.94428206,-2.202366686,-2.170301228,-2.383252637,-2.825925284,-2.622950006,-3.422852502,-3.837728532,-4.547141076,-5.165690864,-5.604991375,-5.750540509,-5.87476181,-6.005980982,-6.009692596,-6.123677077,-6.507788629,-6.759408919,-6.764081363,-6.763133827,-6.801957126,-6.807330007,-6.847726626,-6.855974465,-6.835827575,-6.816859841,-6.739947528,-6.630853749,-6.49495327,-6.285012944,-5.710738919,-5.710738919,-5.542344146,-5.303405347,-3.25796127,-2.828681638,-1.813553898,-1.869282024,-1.680780052,-1.893162038,-1.441020461,-2.441045394,-0.90562429,-2.239614442,-1.502641101,-1.802507381,-2.189736149,-0.852597504,-2.314577144,-2.012010622,-2.492658802,-2.701526532,-2.586669247,-2.716442203,-2.735831179,-3.316576061,-3.474866634,-3.842029898,-3.710617228,-4.094520374,-4.444609615,-4.947790412,-5.253228715,-5.66400144,-5.818141901,-5.92492819,-6.051675685,-6.370407543,-6.627432842,-6.697543768,-6.853856039,-6.833061993,-6.836087414,-6.806925841,-6.809139089,-6.359081243,-6.238484037,-5.769658689,-5.499836411,-5.467676223,-5.355978235,-5.333843483,-5.190276335,-5.146248092,-5.008215301,-4.662937551,-3.702686,-3.560400525,-3.57767825,-3.342530955,-3.381395295,-3.25709091
-5.455566494,-5.748308705,-6.002539047,-6.773201702,-6.765618327,-6.979344466,-6.871958686,-6.428752075,-6.228347531,-5.980816089,-5.149452853,-4.838678771,-3.431507113,-2.600746131,-1.839445274,-1.870761952,-2.749475675,-2.56982804,-2.79365811,-2.524555298,-2.984398243,-2.810331232,-4.069422822,-5.103655485,-5.387384772,-5.404508106,-5.395679568,-5.414673034,-5.930125486,-6.382562299,-6.580774453,-6.726842823,-6.843098892,-6.987848482,-6.958799606,-6.896664848,-6.044786378,-6.044786378,-5.795352602,-5.500649112,-2.150331289,-1.886970493,-2.240358121,-2.630815291,-3.539437511,-3.528665487,-3.511427926,-3.438252051,-4.254374563,-4.414245333,-4.66681864,-5.322142497,-5.875884411,-6.132051793,-6.691139272,-6.814604767,-6.913561831,-6.917192903,-6.919824699,-6.966594899,-6.989478735,-6.816886692,-6.519680912,-6.349152336,-6.090476223,-5.868538207,-5.294597263,-4.650290529,-3.95249367,-3.245866578,-3.001465602,-2.914468811,-2.583429332,-1.951510904,-0.843041178,-1.192344375,-2.155527115,-2.78285116,-3.212547551,-3.142444102,-2.890138567,-5.256299101,-5.261033167,-6.05414278,-6.479472749,-6.660945611,-6.649059104,-6.63971022,-6.784884349,-6.79144191,-6.902494991,-6.989055734,-6.578736666,-6.580129845,-6.152875152,-6.163916959,-6.172728581,-5.655961559
-3.048455416,-3.443005892,-4.055257273,-6.860954897,-7.224332139,-6.680957512,-5.006592286,-2.532563988,-2.699843489,-2.74145711,-3.916253981,-5.191567766,-7.368246692,-5.706715111,-2.712651378,-2.560608819,-5.168254839,-5.156704893,-6.298356222,-6.773833863,-6.783829984,-7.145947736,-6.808284232,-4.570500922,-3.876172258,-3.953691495,-3.261436615,-2.812699947,-2.68570543,-2.50416536,-3.35160889,-3.798767559,-4.450706767,-6.723709737,-7.351092528,-7.405762111,-4.632525459,-4.632525459,-3.99312319,-3.011226019,-7.228672301,-5.930125006,-2.342362532,-3.114705702,-5.477014989,-5.502501444,-5.500257372,-6.070060194,-7.312358997,-7.448442658,-7.433840444,-6.528696678,-5.407257589,-4.177518043,-2.450220776,-2.739168309,-1.884392039,-2.205043694,-2.627564121,-2.681038353,-4.120796203,-6.538059168,-7.271875204,-7.436537364,-7.300638465,-6.584700309,-5.498585531,-3.209444117,-2.696902713,-2.958441748,-3.54467986,-4.061081592,-5.319661358,-6.477163384,-7.322655904,-7.059306123,-2.843896763,-2.804759531,-2.640768212,-2.592501203,-2.615632863,-6.856672865,-6.852039769,-7.094641249,-6.210032874,-5.6414602,-5.64831093,-5.050737449,-5.007661661,-5.00567578,-3.787424009,-2.136508912,-4.569400929,-5.179248742,-6.356089605,-6.336662634,-6.332456954,-7.166890969
-3.02927913,-3.171644988,-3.195483133,-3.080070718,-3.416455288,-3.741849592,-4.631613471,-5.544792584,-5.566591183,-5.891989928,-6.828239861,-7.120685835,-8.179125267,-8.383307114,-8.094217424,-7.500349869,-6.652397449,-6.644585964,-6.334199481,-6.027790719,-6.014412045,-5.709885298,-4.719038461,-3.905517022,-3.722798702,-3.533877799,-3.735077088,-3.414915645,-3.142495584,-3.15645552,-3.187650478,-3.186286851,-3.353219571,-3.436456775,-3.754094812,-3.966573485,-5.16350406,-5.16350406,-5.457065704,-5.805917953,-8.372127818,-8.335813851,-7.560529024,-6.742482714,-6.098172403,-6.10424976,-5.77656934,-5.80325734,-5.152316685,-4.766262835,-4.411333917,-4.023268994,-3.72255749,-3.584436987,-3.177965626,-2.963086411,-3.171003347,-3.130513849,-3.146805848,-2.958397144,-3.322153778,-3.767557008,-4.171485758,-4.461425055,-4.400510714,-5.036919691,-5.373282021,-6.370908091,-6.658039266,-7.511169223,-7.736663367,-7.940752834,-8.099647368,-8.318088674,-8.34975747,-8.282090831,-7.37872994,-7.110220988,-7.107203697,-6.813735212,-6.814021585,-4.917912592,-4.865771536,-3.837503191,-3.588610463,-3.590005232,-3.464241002,-3.507087541,-3.112763507,-3.0892139,-3.268382814,-3.126658383,-3.714339607,-3.664197435,-4.153656958,-4.166757228,-4.123400023,-4.638293429
-4.120834676,-4.066393904,-3.978011491,-3.750471849,-3.81095031,-4.04871253,-4.332693329,-5.032063011,-5.008113817,-5.265374639,-6.152132931,-6.459291535,-7.575680429,-8.037923853,-8.492675459,-8.628756857,-8.548028621,-8.546966596,-8.448245513,-8.317141398,-8.313011037,-8.31468662,-7.727586386,-6.931693065,-6.926499802,-6.920831445,-6.632560274,-6.637209254,-6.343925788,-5.736039231,-5.43358212,-5.398330228,-5.16370728,-4.63710978,-4.478106957,-4.097658972,-3.721334479,-3.721334479,-3.776630979,-3.879265375,-5.800595794,-6.077043096,-7.515426156,-7.974443436,-8.333499354,-8.333776744,-8.335741819,-8.33366263,-8.560616089,-8.618557688,-8.638849041,-8.621778497,-8.56491492,-8.352315782,-8.000710906,-8.005393121,-7.785865834,-7.783979803,-7.547333993,-7.548327203,-7.28012331,-6.713669327,-6.110778865,-5.79141272,-5.816613518,-5.243528209,-4.97895447,-4.490656609,-4.28659211,-3.995877285,-3.96424283,-3.805777652,-3.84586711,-3.918596406,-4.110467418,-4.271596074,-5.134853107,-5.419202482,-5.381645277,-5.688656108,-5.681609249,-7.180213653,-7.16844502,-7.920073196,-8.124278587,-8.297519797,-8.296310752,-8.2950525,-8.434116325,-8.430741171,-8.539265337,-8.609149173,-8.506815395,-8.39422843,-8.244857871,-8.241397677,-8.237771541,-8.058918512
-2.230191262,-2.408426338,-2.700505167,-3.53973331,-3.447293767,-4.614484113,-5.207812682,-6.017007149,-6.25211401,-6.448499545,-6.873841386,-6.940500995,-6.742079275,-6.179112409,-5.143606963,-4.212045702,-3.579316972,-3.528464599,-2.906013039,-2.987932923,-2.754931661,-2.714301758,-2.072791492,-1.670417573,-2.102039121,-2.446528671,-2.006657205,-2.684410905,-2.225873389,-2.782189041,-3.052385676,-2.914435463,-3.144406666,-3.912221041,-4.510237846,-5.132273467,-6.169349309,-6.169349309,-6.40455061,-6.582811846,-6.012441913,-5.510656387,-4.039046045,-2.991441636,-2.844392091,-2.535282174,-2.563379517,-2.525553769,-1.42581769,-2.213651882,-2.384448857,-1.96364316,-2.2383289,-2.076733614,-3.070015888,-3.289905392,-3.25791909,-3.641994945,-3.53930518,-3.528695234,-4.20796114,-5.064429587,-5.333855913,-5.898781856,-5.87403996,-6.338415575,-6.541435977,-6.924667925,-6.964568018,-6.903061567,-6.800324295,-6.679695942,-6.510104807,-6.10076685,-5.275564141,-5.009944815,-3.035698571,-3.135785716,-2.85137646,-2.885861196,-2.694916813,-2.833568206,-2.24011228,-2.194790876,-2.461109528,-3.084050291,-2.515127903,-2.267798062,-3.018679743,-3.050787902,-3.294213347,-3.63953902,-5.286380977,-5.302129573,-5.854699627,-5.821797655,-5.8588464,-6.273840895
